SAMPID	SMTS
GTEX-X3Y1-0006-SM-3P5ZG	Blood
GTEX-X3Y1-0008-SM-4PR12	Skin
GTEX-X3Y1-0126-SM-4PQZA	Spleen
GTEX-X3Y1-0226-SM-3P5Z5	Heart
GTEX-X3Y1-0326-SM-4PQZ7	Blood Vessel
GTEX-X3Y1-0426-SM-3P5Z4	Heart
GTEX-X3Y1-0626-SM-3P5YS	Lung
GTEX-X3Y1-0726-SM-3P5YU	Pancreas
GTEX-X3Y1-0926-SM-3P5YT	Adipose Tissue
GTEX-X3Y1-1126-SM-4PQZ9	Esophagus
GTEX-X3Y1-1226-SM-4PQZ8	Esophagus
GTEX-X3Y1-1326-SM-4PQZB	Esophagus
GTEX-X3Y1-1726-SM-4PQZL	Colon
GTEX-X3Y1-1926-SM-4PQZO	Salivary Gland
GTEX-X3Y1-2026-SM-3P5YM	Skin
GTEX-X3Y1-2426-SM-3P5Z7	Nerve
GTEX-X3Y1-2626-SM-4PQZI	Testis
GTEX-X3Y1-2726-SM-4PQZH	Liver
GTEX-X4EO-0003-SM-3PYKZ	Blood
GTEX-X4EO-0003-SM-3PZ83	Blood
GTEX-X4EO-0003-SM-3USRE	Blood
GTEX-X4EO-0003-SM-5URCE	Blood
GTEX-X4EO-0004-SM-4QARM	Blood
GTEX-X4EO-0006-SM-3P5ZF	Blood
GTEX-X4EO-0008-SM-4QASS	Skin
GTEX-X4EO-0126-SM-3P5YN	Nerve
GTEX-X4EO-0326-SM-3P5YO	Skin
GTEX-X4EO-0426-SM-4QASA	Adipose Tissue
GTEX-X4EO-0526-SM-3P5Z3	Muscle
GTEX-X4EO-0926-SM-3P5Z2	Lung
GTEX-X4EO-1026-SM-4QARP	Blood Vessel
GTEX-X4EO-1126-SM-4QARQ	Liver
GTEX-X4EO-1226-SM-4QARR	Esophagus
GTEX-X4EO-1726-SM-4QARN	Adrenal Gland
GTEX-X4EO-2426-SM-4QASD	Ovary
GTEX-X4EO-2726-SM-4E3HS	Colon
GTEX-X4EO-2926-SM-4E3JH	Skin
GTEX-X4EP-0002-SM-3PYKV	Blood
GTEX-X4EP-0002-SM-3PZ7Y	Blood
GTEX-X4EP-0002-SM-3USRC	Blood
GTEX-X4EP-0002-SM-5URCA	Blood
GTEX-X4EP-0004-SM-4PQZX	Blood
GTEX-X4EP-0005-SM-3P5ZE	Blood
GTEX-X4EP-0008-SM-4PQYO	Skin
GTEX-X4EP-0011-R10B-SM-4QASJ	Brain
GTEX-X4EP-0011-R11B-SM-4QASK	Brain
GTEX-X4EP-0011-R1A-SM-3P624	Brain
GTEX-X4EP-0011-R2B-SM-3P625	Brain
GTEX-X4EP-0011-R3A-SM-3P626	Brain
GTEX-X4EP-0011-R4B-SM-3P627	Brain
GTEX-X4EP-0011-R5A-SM-3P628	Brain
GTEX-X4EP-0011-R6A-SM-3P629	Brain
GTEX-X4EP-0011-R7B-SM-4PQZW	Brain
GTEX-X4EP-0011-R8B-SM-4QASL	Brain
GTEX-X4EP-0011-R9B-SM-4QASI	Brain
GTEX-X4EP-0126-SM-3P5YV	Skin
GTEX-X4EP-0326-SM-3P5Z6	Heart
GTEX-X4EP-0526-SM-3P5YW	Lung
GTEX-X4EP-0626-SM-3P621	Skin
GTEX-X4EP-0726-SM-3P5YJ	Nerve
GTEX-X4EP-0826-SM-3P5YK	Blood Vessel
GTEX-X4EP-1026-SM-4QAS5	Liver
GTEX-X4EP-1426-SM-4PQZP	Blood Vessel
GTEX-X4EP-1626-SM-4QAS6	Esophagus
GTEX-X4EP-2926-SM-3P5YQ	Breast
GTEX-X4EP-3026-SM-3P5YP	Brain
GTEX-X4EP-3226-SM-3P5YR	Pituitary
GTEX-X4LF-0001-SM-3PYKO	Blood
GTEX-X4LF-0001-SM-3PZ79	Blood
GTEX-X4LF-0001-SM-3USSN	Blood
GTEX-X4LF-0001-SM-7DRQ5	Blood
GTEX-X4LF-0002-SM-4QASG	Blood
GTEX-X4LF-0006-SM-3NMCO	Blood
GTEX-X4LF-0008-SM-4QAST	Skin
GTEX-X4LF-0126-SM-4QAS7	Adrenal Gland
GTEX-X4LF-0226-SM-4QAS8	Spleen
GTEX-X4LF-0326-SM-4QAS9	Pancreas
GTEX-X4LF-0426-SM-3NMB5	Thyroid
GTEX-X4LF-0526-SM-3NMB6	Lung
GTEX-X4LF-0626-SM-4QASB	Esophagus
GTEX-X4LF-0826-SM-4QASC	Esophagus
GTEX-X4LF-1726-SM-3NMBZ	Adipose Tissue
GTEX-X4XX-0004-SM-3PYL3	Blood
GTEX-X4XX-0004-SM-3PZ7P	Blood
GTEX-X4XX-0004-SM-3USR8	Blood
GTEX-X4XX-0004-SM-5URCR	Blood
GTEX-X4XX-0005-SM-3NMCS	Blood
GTEX-X4XX-0008-SM-46MVK	Skin
GTEX-X4XX-0011-R10B-SM-46MWO	Brain
GTEX-X4XX-0011-R11A-SM-46MWQ	Brain
GTEX-X4XX-0011-R1B-SM-3P622	Brain
GTEX-X4XX-0011-R2A-SM-3P623	Brain
GTEX-X4XX-0011-R3B-SM-46MWK	Brain
GTEX-X4XX-0011-R4B-SM-46MWL	Brain
GTEX-X4XX-0011-R5A-SM-46MWN	Brain
GTEX-X4XX-0011-R6B-SM-46MWP	Brain
GTEX-X4XX-0011-R7A-SM-46MWR	Brain
GTEX-X4XX-0011-R8B-SM-46MWM	Brain
GTEX-X4XX-0126-SM-3NMC2	Skin
GTEX-X4XX-0626-SM-3NMC1	Muscle
GTEX-X4XX-0726-SM-4QARS	Testis
GTEX-X4XX-0926-SM-46MV7	Thyroid
GTEX-X4XX-1026-SM-4QARO	Lung
GTEX-X4XX-1126-SM-3NMBY	Heart
GTEX-X4XX-2926-SM-3NMB1	Brain
GTEX-X4XX-3026-SM-3NMB2	Brain
GTEX-X4XY-0002-SM-3PYKN	Blood
GTEX-X4XY-0002-SM-3PZ7Q	Blood
GTEX-X4XY-0002-SM-3UZEV	Blood
GTEX-X4XY-0002-SM-58Q91	Blood
GTEX-X4XY-0002-SM-5URBG	Blood
GTEX-X4XY-0006-SM-46MV2	Blood
GTEX-X4XY-0008-SM-46MVL	Skin
GTEX-X4XY-0011-R10B-SM-46MWS	Brain
GTEX-X4XY-0011-R6B-SM-46MVB	Brain
GTEX-X4XY-0011-R8A-SM-46MVC	Brain
GTEX-X4XY-0226-SM-4E3IZ	Skin
GTEX-X4XY-0326-SM-46MVZ	Adipose Tissue
GTEX-X4XY-0526-SM-46MW1	Blood Vessel
GTEX-X4XY-0626-SM-4E3IN	Muscle
GTEX-X4XY-0826-SM-4E3JM	Thyroid
GTEX-X4XY-0926-SM-4E3JD	Breast
GTEX-X4XY-1026-SM-46MVX	Lung
GTEX-X4XY-1526-SM-4QASE	Blood Vessel
GTEX-X4XY-1626-SM-46MVN	Liver
GTEX-X4XY-1726-SM-46MVO	Esophagus
GTEX-X585-0002-SM-46MVA	Blood
GTEX-X585-0003-SM-3PYKR	Blood
GTEX-X585-0003-SM-3PZ7U	Blood
GTEX-X585-0003-SM-3USRA	Blood
GTEX-X585-0003-SM-58Q8W	Blood
GTEX-X585-0003-SM-5URCW	Blood
GTEX-X585-0005-SM-46MV3	Blood
GTEX-X585-0008-SM-46MU4	Skin
GTEX-X585-0011-R10A-SM-46MUY	Brain
GTEX-X585-0011-R11B-SM-46MUZ	Brain
GTEX-X585-0011-R1B-SM-46MVE	Brain
GTEX-X585-0011-R2B-SM-46MVF	Brain
GTEX-X585-0011-R3B-SM-46MVG	Brain
GTEX-X585-0011-R4B-SM-46MVH	Brain
GTEX-X585-0011-R5A-SM-46MVI	Brain
GTEX-X585-0011-R6A-SM-46MVJ	Brain
GTEX-X585-0011-R8A-SM-46MUX	Brain
GTEX-X585-0226-SM-4QAS2	Skin
GTEX-X585-0426-SM-4E3JZ	Nerve
GTEX-X585-1026-SM-46MW6	Lung
GTEX-X585-1226-SM-46MW7	Esophagus
GTEX-X585-1426-SM-4E3JO	Esophagus
GTEX-X585-1826-SM-4QAS3	Spleen
GTEX-X585-2426-SM-46MW2	Skin
GTEX-X585-2526-SM-4QAS1	Adipose Tissue
GTEX-X585-3026-SM-46MWF	Brain
GTEX-X585-3126-SM-4QASH	Pituitary
GTEX-X5EB-0001-SM-3PYKT	Blood
GTEX-X5EB-0001-SM-3PZ7V	Blood
GTEX-X5EB-0001-SM-3USRB	Blood
GTEX-X5EB-0001-SM-58Q75	Blood
GTEX-X5EB-0001-SM-5URCX	Blood
GTEX-X5EB-0004-SM-46MWA	Blood
GTEX-X5EB-0006-SM-46MV5	Blood
GTEX-X5EB-0008-SM-46MU3	Skin
GTEX-X5EB-0326-SM-4QASF	Blood Vessel
GTEX-X5EB-0426-SM-46MVY	Lung
GTEX-X5EB-0526-SM-46MVP	Pancreas
GTEX-X5EB-0626-SM-46MVQ	Heart
GTEX-X5EB-0726-SM-46MVR	Thyroid
GTEX-X5EB-0826-SM-46MVS	Heart
GTEX-X5EB-0926-SM-46MVT	Colon
GTEX-X5EB-1026-SM-46MVU	Esophagus
GTEX-X5EB-1126-SM-46MVV	Colon
GTEX-X5EB-1426-SM-46MVW	Esophagus
GTEX-X5EB-1526-SM-4E3JC	Esophagus
GTEX-X5EB-1626-SM-4E3IV	Small Intestine
GTEX-X5EB-1726-SM-4E3J7	Salivary Gland
GTEX-X5EB-1826-SM-4E3K8	Prostate
GTEX-X5EB-1926-SM-4E3IW	Skin
GTEX-X5EB-2026-SM-4E3KA	Testis
GTEX-X5EB-2226-SM-46MW4	Skin
GTEX-X5EB-2326-SM-46MW5	Muscle
GTEX-X5EB-2426-SM-4E3HX	Adipose Tissue
GTEX-X5EB-2526-SM-4E3HY	Nerve
GTEX-X5EB-2626-SM-4E3HZ	Blood Vessel
GTEX-X62O-0001-SM-3PYL1	Blood
GTEX-X62O-0001-SM-3PZ7O	Blood
GTEX-X62O-0001-SM-3USR7	Blood
GTEX-X62O-0001-SM-58Q8X	Blood
GTEX-X62O-0001-SM-5URD5	Blood
GTEX-X62O-0005-SM-46MV1	Blood
GTEX-X62O-0008-SM-46MU5	Skin
GTEX-X62O-0126-SM-4E3JN	Skin
GTEX-X62O-0226-SM-4E3JB	Adipose Tissue
GTEX-X62O-0826-SM-46MW8	Heart
GTEX-X62O-1626-SM-46MW9	Blood Vessel
GTEX-X62O-2226-SM-46MW3	Esophagus
GTEX-X638-0003-SM-47JZ1	Blood
GTEX-X638-0004-SM-4YUV8_1	Blood
GTEX-X638-0004-SM-53IUI	Blood
GTEX-X638-0005-SM-47JX6	Blood
GTEX-X638-0008-SM-47JZ7	Skin
GTEX-X638-0126-SM-47JZ8	Skin
GTEX-X638-0226-SM-47JZ9	Adipose Tissue
GTEX-X638-0326-SM-47JY1	Muscle
GTEX-X638-0426-SM-47JY2	Nerve
GTEX-X88G-0003-SM-4YUXA_1	Blood
GTEX-X88G-0003-SM-53IVK	Blood
GTEX-X88G-0004-SM-47JZ6	Blood
GTEX-X88G-0006-SM-47JX5	Blood
GTEX-X88G-0008-SM-47JWN	Skin
GTEX-X88G-0126-SM-47JZ3	Skin
GTEX-X88G-0226-SM-4GIE4	Adipose Tissue
GTEX-X88G-0326-SM-47JZ4	Muscle
GTEX-X88G-0426-SM-47JZ5	Blood Vessel
GTEX-X8HC-0003-SM-3PYKU	Blood
GTEX-X8HC-0003-SM-3PZ7F	Blood
GTEX-X8HC-0003-SM-3UZEU	Blood
GTEX-X8HC-0003-SM-58Q8Y	Blood
GTEX-X8HC-0003-SM-5URDI	Blood
GTEX-X8HC-0006-SM-46MV6	Blood
GTEX-X8HC-0008-SM-46MU6	Skin
GTEX-X8HC-0126-SM-4E3JW	Skin
GTEX-X8HC-0226-SM-4E3K1	Adipose Tissue
GTEX-X8HC-0526-SM-4E3JA	Muscle
GTEX-X8HC-0626-SM-4E3HQ	Skin
GTEX-X8HC-0726-SM-46MWG	Thyroid
GTEX-X8HC-1026-SM-46MWH	Heart
GTEX-X8HC-1326-SM-46MWB	Esophagus
GTEX-X8HC-1426-SM-46MWC	Esophagus
GTEX-X8HC-1526-SM-46MWD	Esophagus
GTEX-X8HC-1626-SM-46MWE	Heart
GTEX-X8HC-2326-SM-4QAS4	Adipose Tissue
GTEX-X8HC-2726-SM-46MUA	Ovary
GTEX-X8HC-2826-SM-46MWJ	Vagina
GTEX-XAJ8-0001-SM-3PYK8	Blood
GTEX-XAJ8-0001-SM-3PZ7B	Blood
GTEX-XAJ8-0001-SM-3USR2	Blood
GTEX-XAJ8-0001-SM-58Q94	Blood
GTEX-XAJ8-0001-SM-5URBF	Blood
GTEX-XAJ8-0006-SM-46MVM	Blood
GTEX-XAJ8-0008-SM-46MU7	Skin
GTEX-XAJ8-0126-SM-47JYG	Spleen
GTEX-XAJ8-0226-SM-4GIB2	Adipose Tissue
GTEX-XAJ8-0326-SM-47JYI	Stomach
GTEX-XAJ8-0426-SM-47JYJ	Colon
GTEX-XAJ8-0526-SM-47JYK	Small Intestine
GTEX-XAJ8-0626-SM-47JY4	Prostate
GTEX-XAJ8-0726-SM-47JY5	Colon
GTEX-XAJ8-0826-SM-47JY6	Skin
GTEX-XAJ8-0926-SM-47JXZ	Adipose Tissue
GTEX-XAJ8-1026-SM-47JY9	Muscle
GTEX-XAJ8-1126-SM-47JYA	Nerve
GTEX-XAJ8-1226-SM-47JYS	Blood Vessel
GTEX-XAJ8-1326-SM-47JYT	Testis
GTEX-XAJ8-1426-SM-47JYM	Skin
GTEX-XBEC-0002-SM-4YUVW_1	Blood
GTEX-XBEC-0002-SM-53IUU	Blood
GTEX-XBEC-0002-SM-5SOEV	Blood
GTEX-XBEC-0006-SM-4AT5T	Blood
GTEX-XBEC-0008-SM-4AT3X	Skin
GTEX-XBEC-0126-SM-4GIDT	Testis
GTEX-XBEC-0326-SM-4AT4M	Adipose Tissue
GTEX-XBEC-0426-SM-4QART	Nerve
GTEX-XBEC-0526-SM-4QARU	Blood Vessel
GTEX-XBEC-0626-SM-4QARY	Muscle
GTEX-XBEC-0726-SM-4QARZ	Skin
GTEX-XBEC-1026-SM-4QASM	Lung
GTEX-XBEC-1226-SM-4AT65	Heart
GTEX-XBEC-1326-SM-4AT69	Heart
GTEX-XBEC-1526-SM-4AT68	Liver
GTEX-XBEC-1826-SM-4QASN	Adipose Tissue
GTEX-XBED-0003-SM-47JWP	Blood
GTEX-XBED-0004-SM-3PYKD	Blood
GTEX-XBED-0004-SM-3PZ7G	Blood
GTEX-XBED-0004-SM-3USR4	Blood
GTEX-XBED-0004-SM-58Q93	Blood
GTEX-XBED-0004-SM-5URD9	Blood
GTEX-XBED-0006-SM-47JXO	Blood
GTEX-XBED-0008-SM-47JWO	Skin
GTEX-XBED-0126-SM-47JY7	Thyroid
GTEX-XBED-0226-SM-47JY8	Pancreas
GTEX-XBED-0526-SM-47JY3	Heart
GTEX-XBED-0726-SM-4GIAR	Blood Vessel
GTEX-XBED-0826-SM-47JYC	Lung
GTEX-XBED-0926-SM-48TCE	Esophagus
GTEX-XBED-1026-SM-48TCB	Esophagus
GTEX-XBED-1126-SM-48TCF	Esophagus
GTEX-XBED-1226-SM-4AT5V	Stomach
GTEX-XBED-1326-SM-4AT4F	Adipose Tissue
GTEX-XBED-1426-SM-4AT4G	Small Intestine
GTEX-XBED-1526-SM-4AT5W	Colon
GTEX-XBED-1626-SM-47JYN	Breast
GTEX-XBED-1726-SM-47JYO	Colon
GTEX-XBED-1926-SM-47JYP	Skin
GTEX-XBED-2026-SM-4AT5D	Testis
GTEX-XBED-2226-SM-47JYQ	Skin
GTEX-XBED-2326-SM-47JYR	Adipose Tissue
GTEX-XBED-2426-SM-4AT4O	Blood Vessel
GTEX-XBED-2526-SM-47JYD	Nerve
GTEX-XBED-2626-SM-4E3J5	Muscle
GTEX-XBEW-0001-SM-4YUVV	Blood
GTEX-XBEW-0001-SM-53IUT	Blood
GTEX-XBEW-0001-SM-7DLG7	Blood
GTEX-XBEW-0002-SM-4AT5O	Blood
GTEX-XBEW-0006-SM-4AT4E	Blood
GTEX-XBEW-0008-SM-4AT3Y	Skin
GTEX-XBEW-0126-SM-4AT66	Thyroid
GTEX-XBEW-0226-SM-4AT6A	Lung
GTEX-XBEW-0526-SM-4QASO	Blood Vessel
GTEX-XBEW-0626-SM-4QASP	Skin
GTEX-XBEW-0726-SM-4QARX	Adipose Tissue
GTEX-XBEW-0826-SM-4QASQ	Blood Vessel
GTEX-XBEW-0926-SM-4QASR	Nerve
GTEX-XBEW-1026-SM-4QARV	Muscle
GTEX-XBEW-1126-SM-4QARW	Skin
GTEX-XBEW-1326-SM-4AT63	Esophagus
GTEX-XBEW-1426-SM-4AT4J	Esophagus
GTEX-XBEW-1526-SM-4AT4K	Esophagus
GTEX-XBEW-1626-SM-4SOJP	Pancreas
GTEX-XBEW-1726-SM-4RGMA	Adipose Tissue
GTEX-XBEW-1826-SM-4RTWX	Stomach
GTEX-XBEW-1926-SM-4SOJO	Colon
GTEX-XGQ4-0001-SM-4YUVK_1	Blood
GTEX-XGQ4-0001-SM-53IUN	Blood
GTEX-XGQ4-0001-SM-5SOEG	Blood
GTEX-XGQ4-0004-SM-4AT5S	Blood
GTEX-XGQ4-0005-SM-4AT5U	Blood
GTEX-XGQ4-0008-SM-4AT3Z	Skin
GTEX-XGQ4-0126-SM-4AT4H	Spleen
GTEX-XGQ4-0226-SM-4GIDS	Pancreas
GTEX-XGQ4-0326-SM-4GIEE	Heart
GTEX-XGQ4-0426-SM-4AT4I	Thyroid
GTEX-XGQ4-0526-SM-4AT6C	Heart
GTEX-XGQ4-0626-SM-4AT56	Blood Vessel
GTEX-XGQ4-0826-SM-4AT4T	Lung
GTEX-XGQ4-0926-SM-4AT4U	Breast
GTEX-XGQ4-1026-SM-4AT4L	Adipose Tissue
GTEX-XGQ4-1226-SM-4AT67	Colon
GTEX-XGQ4-1326-SM-4GIDU	Small Intestine
GTEX-XGQ4-1526-SM-4AT6H	Esophagus
GTEX-XGQ4-1626-SM-4AT6J	Esophagus
GTEX-XGQ4-1726-SM-4RH4G	Colon
GTEX-XGQ4-1826-SM-4AT6F	Prostate
GTEX-XGQ4-2026-SM-4AT6G	Testis
GTEX-XGQ4-2226-SM-4AT4Y	Adipose Tissue
GTEX-XGQ4-2326-SM-4AT53	Muscle
GTEX-XGQ4-2426-SM-4AT55	Blood Vessel
GTEX-XGQ4-2526-SM-4AT57	Nerve
GTEX-XGQ4-2626-SM-4AT6B	Salivary Gland
GTEX-XK95-0005-SM-4AT4S	Blood
GTEX-XK95-0008-SM-4AT5G	Skin
GTEX-XK95-0226-SM-4AT58	Skin
GTEX-XK95-0426-SM-4AT4R	Adipose Tissue
GTEX-XK95-1026-SM-4GIDV	Esophagus
GTEX-XK95-2726-SM-4V6G6	Testis
GTEX-XLM4-0003-SM-4YUW8	Blood
GTEX-XLM4-0003-SM-53IUZ	Blood
GTEX-XLM4-0004-SM-4AT5I	Blood
GTEX-XLM4-0004-SM-5S2TF	Blood
GTEX-XLM4-0005-SM-4AT4P	Blood
GTEX-XLM4-0005-SM-5S2RY	Blood
GTEX-XLM4-0008-SM-4AT4W	Skin
GTEX-XLM4-0011-R10A-SM-4AT5P	Brain
GTEX-XLM4-0011-R10A-SM-5S2TN	Brain
GTEX-XLM4-0011-R11A-SM-4AT46	Brain
GTEX-XLM4-0011-R11A-SM-5S2SY	Brain
GTEX-XLM4-0011-R2B-SM-4AT5Z	Brain
GTEX-XLM4-0011-R3B-SM-4AT6E	Brain
GTEX-XLM4-0011-R4B-SM-4AT5C	Brain
GTEX-XLM4-0011-R6A-SM-4AT4B	Brain
GTEX-XLM4-0011-R7A-SM-4AT5L	Brain
GTEX-XLM4-0011-R8A-SM-4AT44	Brain
GTEX-XLM4-0011-R9A-SM-4AT45	Brain
GTEX-XLM4-0226-SM-4AT4N	Adipose Tissue
GTEX-XLM4-0226-SM-5S2TL	Adipose Tissue
GTEX-XLM4-0426-SM-4AT54	Blood Vessel
GTEX-XLM4-0426-SM-5S2T7	Blood Vessel
GTEX-XLM4-0726-SM-4AT64	Thyroid
GTEX-XLM4-0726-SM-5S2SH	Thyroid
GTEX-XLM4-1026-SM-4AT51	Adipose Tissue
GTEX-XLM4-1526-SM-4AT6D	Testis
GTEX-XLM4-1526-SM-5S2S1	Testis
GTEX-XLM4-1826-SM-5S2SC	Lung
GTEX-XLM4-2026-SM-4AT4X	Heart
GTEX-XLM4-2326-SM-4TT2D	Esophagus
GTEX-XLM4-2926-SM-4AT59	Brain
GTEX-XLM4-3026-SM-4AT6L	Brain
GTEX-XLM4-3126-SM-4AT6M	Pituitary
GTEX-XMD1-0004-SM-4YUWX_1	Blood
GTEX-XMD1-0004-SM-53IVF	Blood
GTEX-XMD1-0004-SM-7DLGN	Blood
GTEX-XMD1-0006-SM-4AT4Q	Blood
GTEX-XMD1-0008-SM-4AT41	Skin
GTEX-XMD1-0011-R10A-SM-4AT4A	Brain
GTEX-XMD1-0011-R11A-SM-4AT5J	Brain
GTEX-XMD1-0011-R1A-SM-4AT4C	Brain
GTEX-XMD1-0011-R2B-SM-4AT5N	Brain
GTEX-XMD1-0011-R3B-SM-4AT5R	Brain
GTEX-XMD1-0011-R5A-SM-4AT47	Brain
GTEX-XMD1-0011-R6A-SM-4AT5K	Brain
GTEX-XMD1-0011-R8A-SM-4AT48	Brain
GTEX-XMD1-0011-R9A-SM-4AT49	Brain
GTEX-XMD1-0526-SM-4AT4Z	Nerve
GTEX-XMD1-0826-SM-4AT52	Breast
GTEX-XMD1-2826-SM-4AT5F	Brain
GTEX-XMD1-2926-SM-4AT42	Brain
GTEX-XMD2-0001-SM-4YUVJ	Blood
GTEX-XMD2-0001-SM-53IUM	Blood
GTEX-XMD2-0001-SM-7DLGS	Blood
GTEX-XMD2-0006-SM-4WWEG	Blood
GTEX-XMD2-0008-SM-4WWE7	Skin
GTEX-XMD2-0126-SM-4YCDU	Skin
GTEX-XMD2-0226-SM-4WWEE	Adipose Tissue
GTEX-XMD2-0326-SM-4YCD6	Nerve
GTEX-XMD2-0526-SM-4YCDI	Muscle
GTEX-XMD2-0926-SM-4WWEF	Breast
GTEX-XMD2-1026-SM-4WWE8	Lung
GTEX-XMD2-1326-SM-4YCET	Esophagus
GTEX-XMD2-2126-SM-4YCF8	Skin
GTEX-XMD3-0003-SM-4YUX3	Blood
GTEX-XMD3-0003-SM-53IVI	Blood
GTEX-XMD3-0003-SM-7DRQ7	Blood
GTEX-XMD3-0006-SM-4AT5X	Blood
GTEX-XMD3-0008-SM-4AT4V	Skin
GTEX-XMD3-2326-SM-4AT5H	Ovary
GTEX-XMK1-0001-SM-4B64F	Blood
GTEX-XMK1-0003-SM-4YUWQ	Blood
GTEX-XMK1-0003-SM-53IVD	Blood
GTEX-XMK1-0003-SM-5URB9	Blood
GTEX-XMK1-0005-SM-4B665	Blood
GTEX-XMK1-0008-SM-4GICF	Skin
GTEX-XMK1-0126-SM-4B65F	Spleen
GTEX-XMK1-0226-SM-4B65D	Adrenal Gland
GTEX-XMK1-0326-SM-4B652	Pancreas
GTEX-XMK1-0626-SM-4B65A	Thyroid
GTEX-XMK1-0926-SM-4B66X	Adipose Tissue
GTEX-XMK1-1026-SM-4B65H	Prostate
GTEX-XMK1-1126-SM-4IHJ8	Breast
GTEX-XMK1-1326-SM-4B65Q	Esophagus
GTEX-XMK1-1726-SM-4B64Z	Colon
GTEX-XMK1-1826-SM-4B66F	Small Intestine
GTEX-XMK1-2026-SM-4B65K	Testis
GTEX-XMK1-2226-SM-4B673	Adipose Tissue
GTEX-XMK1-2426-SM-4B66I	Nerve
GTEX-XMK1-2526-SM-4B666	Blood Vessel
GTEX-XMK1-2626-SM-4B65R	Salivary Gland
GTEX-XOT4-0001-SM-4YUX9	Blood
GTEX-XOT4-0001-SM-53IVJ	Blood
GTEX-XOT4-0001-SM-5URCM	Blood
GTEX-XOT4-0005-SM-4B64S	Blood
GTEX-XOT4-0008-SM-4B664	Skin
GTEX-XOT4-0326-SM-4B66S	Nerve
GTEX-XOT4-0426-SM-4B66T	Blood Vessel
GTEX-XOT4-0526-SM-4B66O	Muscle
GTEX-XOT4-0626-SM-4B66L	Skin
GTEX-XOT4-0726-SM-4GIAW	Breast
GTEX-XOT4-0826-SM-4B66Y	Adipose Tissue
GTEX-XOT4-1126-SM-4B66E	Heart
GTEX-XOT4-1426-SM-4B65T	Lung
GTEX-XOTO-0002-SM-4YUWW	Blood
GTEX-XOTO-0002-SM-53IVT	Blood
GTEX-XOTO-0002-SM-5URC7	Blood
GTEX-XOTO-0006-SM-4B64T	Blood
GTEX-XOTO-0008-SM-4GICE	Skin
GTEX-XOTO-0011-R11B-SM-4B64O	Brain
GTEX-XOTO-0011-R1B-SM-4B65C	Brain
GTEX-XOTO-0011-R3A-SM-4B64W	Brain
GTEX-XOTO-0011-R5A-SM-4B657	Brain
GTEX-XOTO-0011-R6B-SM-4B65X	Brain
GTEX-XOTO-0011-R7B-SM-4B64R	Brain
GTEX-XOTO-0011-R8A-SM-4B65J	Brain
GTEX-XOTO-0011-R9A-SM-4GICI	Brain
GTEX-XOTO-0126-SM-4B66N	Skin
GTEX-XOTO-0226-SM-4B66H	Adipose Tissue
GTEX-XOTO-0326-SM-4B66K	Nerve
GTEX-XOTO-0426-SM-4B66A	Blood Vessel
GTEX-XOTO-0526-SM-4B662	Muscle
GTEX-XOTO-0726-SM-4B659	Skin
GTEX-XOTO-0826-SM-4B65O	Liver
GTEX-XOTO-2126-SM-4B64U	Esophagus
GTEX-XOTO-2826-SM-4B65I	Prostate
GTEX-XOTO-2926-SM-4B65G	Brain
GTEX-XOTO-3026-SM-4B65M	Brain
GTEX-XPT6-0001-SM-4B64G	Blood
GTEX-XPT6-0004-SM-4YUXL	Blood
GTEX-XPT6-0004-SM-53IVP	Blood
GTEX-XPT6-0004-SM-5URDL	Blood
GTEX-XPT6-0006-SM-4B66Q	Blood
GTEX-XPT6-0008-SM-4B64Q	Skin
GTEX-XPT6-0126-SM-4B65S	Heart
GTEX-XPT6-0226-SM-4B65L	Heart
GTEX-XPT6-0326-SM-4B66V	Blood Vessel
GTEX-XPT6-0426-SM-4B672	Blood Vessel
GTEX-XPT6-1626-SM-4B655	Testis
GTEX-XPT6-2026-SM-4B64V	Muscle
GTEX-XPT6-2126-SM-4B66P	Nerve
GTEX-XPT6-2226-SM-4B66R	Blood Vessel
GTEX-XPVG-0003-SM-4YUWK	Blood
GTEX-XPVG-0003-SM-53IV7	Blood
GTEX-XPVG-0003-SM-6UH19	Blood
GTEX-XPVG-0006-SM-4B65Z	Blood
GTEX-XPVG-0008-SM-4GICH	Skin
GTEX-XPVG-0326-SM-4B653	Pancreas
GTEX-XPVG-0526-SM-4B65N	Kidney
GTEX-XPVG-0626-SM-4B65B	Spleen
GTEX-XPVG-0726-SM-4B658	Heart
GTEX-XPVG-0826-SM-4B654	Heart
GTEX-XPVG-0926-SM-4B651	Blood Vessel
GTEX-XPVG-1026-SM-4B64Y	Lung
GTEX-XPVG-1326-SM-4B65P	Esophagus
GTEX-XPVG-1426-SM-4B668	Esophagus
GTEX-XPVG-1526-SM-4B66C	Stomach
GTEX-XPVG-1726-SM-4B65W	Small Intestine
GTEX-XPVG-1826-SM-4B64X	Colon
GTEX-XPVG-2026-SM-4B65E	Prostate
GTEX-XPVG-2126-SM-4B667	Skin
GTEX-XPVG-2226-SM-4B65U	Testis
GTEX-XPVG-2526-SM-4B66D	Muscle
GTEX-XPVG-2626-SM-4B669	Skin
GTEX-XPVG-2726-SM-4B66W	Adipose Tissue
GTEX-XPVG-2826-SM-4B66J	Nerve
GTEX-XPVG-2926-SM-4B66G	Blood Vessel
GTEX-XQ3S-0001-SM-4B64K	Blood
